poi_id,business_name,address,city,state,zip,lat,lon,record_type,operating_status,poi_confidence,geocode_precision,competition_3mi,nearest_competitor_mi,median_household_income_est,renter_pct_est,multifamily_pct_est,no_vehicle_pct_est,population_density_est,hispanic_pct_est,black_pct_est,immigrant_language_proxy_pct_est,income_fit_score,renter_score,multifamily_score,no_vehicle_score,density_score,ethnicity_language_proxy_score,demand_score_0_100,opportunity_score_0_100,map_color,demand_zone,data_quality_flag,source,source_url,notes,google_maps_url
EX056,Lucky Dollar & Plus,1008 N Sylvania Ave,Fort Worth,TX,76111,32.775,-97.309,existing_named_poi,Needs Google Places verification,"A/B - Named listing, needs Google status check",address-level approximate,39,0.28,50541,50.9,44.2,11.0,3272,38.7,33.9,26.5,100,68.7,48.4,69.2,32.2,66.2,56.9,37.2,red,Fort Worth East,OK for market heatmap,YellowPages / Enigma / brand page snippet,See Source_Manifest,Exact from YP,"https://www.google.com/maps/search/?api=1&query=32.775,-97.309"
EX057,Rosedale Laundry,3732 E Rosedale St,Fort Worth,TX,76105,32.729,-97.266,existing_named_poi,Needs Google Places verification,"A/B - Named listing, needs Google status check",address-level approximate,31,1.05,47489,58.7,56.9,12.5,3259,49.6,30.7,39.7,100,86.0,73.8,80.8,32.0,81.9,68.2,49.3,yellow,Fort Worth East,OK for market heatmap,YellowPages / Enigma / brand page snippet,See Source_Manifest,Exact from YP,"https://www.google.com/maps/search/?api=1&query=32.729,-97.266"
EX058,Fresh Start Laundry,1863 W Division St,Arlington,TX,76012,32.736,-97.132,existing_named_poi,Needs Google Places verification,"A/B - Named listing, needs Google status check",address-level approximate,22,0.35,60298,48.8,45.6,10.5,4618,40.7,26.3,30.5,100,64.0,51.2,65.4,56.7,66.8,59.6,39.3,red,Arlington East,OK for market heatmap,YellowPages / Enigma / brand page snippet,See Source_Manifest,Exact from YP,"https://www.google.com/maps/search/?api=1&query=32.736,-97.132"
EX059,H O Coin Laundry,1011 Gibbins Rd,Arlington,TX,76011,32.75,-97.096,existing_named_poi,Needs Google Places verification,"A/B - Named listing, needs Google status check",address-level approximate,35,0.64,47458,58.0,43.5,10.9,3604,39.8,31.9,33.8,100,84.4,47.0,68.5,38.3,69.6,61.6,42.4,yellow,Arlington East,OK for market heatmap,YellowPages / Enigma / brand page snippet,See Source_Manifest,Exact from YP,"https://www.google.com/maps/search/?api=1&query=32.75,-97.096"
EX060,Amigo Wash & Dry,924 E Park Row Dr,Arlington,TX,76010,32.721,-97.098,existing_named_poi,Needs Google Places verification,"A/B - Named listing, needs Google status check",address-level approximate,22,0.8,53124,54.2,36.4,7.6,3592,27.8,27.7,19.1,100,76.0,32.8,43.1,38.0,49.0,53.0,38.2,red,Arlington East,OK for market heatmap,YellowPages / Enigma / brand page snippet,See Source_Manifest,Exact from YP,"https://www.google.com/maps/search/?api=1&query=32.721,-97.098"
EX061,Laundry Basket,417 W Euless Blvd,Euless,TX,76040,32.836,-97.087,existing_named_poi,Needs Google Places verification,"A/B - Named listing, needs Google status check",address-level approximate,16,0.71,64371,46.2,34.9,6.3,4208,32.0,13.8,25.0,100,58.2,29.8,33.1,49.2,50.0,50.7,36.2,red,Arlington East,OK for market heatmap,YellowPages / Enigma / brand page snippet,See Source_Manifest,Exact from YP,"https://www.google.com/maps/search/?api=1&query=32.836,-97.087"
EX062,Angie's Laundry Mat,1403 New York Ave,Arlington,TX,76010,32.722,-97.079,existing_named_poi,Needs Google Places verification,"A/B - Named listing, needs Google status check",address-level approximate,21,1.08,55818,52.1,46.5,10.2,3716,33.1,27.1,27.8,100,71.3,53.0,63.1,40.3,58.0,58.7,43.6,red,Arlington East,OK for market heatmap,YellowPages / Enigma / brand page snippet,See Source_Manifest,Exact from YP,"https://www.google.com/maps/search/?api=1&query=32.722,-97.079"
EX063,Speed Queen Laundry Gus Thomasson,2520 Gus Thomasson Rd,Dallas,TX,75228,32.805,-96.665,existing_named_poi,Needs Google Places verification,"A/B - Named listing, needs Google status check",address-level approximate,18,1.07,42596,61.0,51.7,11.7,5133,51.4,46.0,39.8,100,91.1,63.4,74.6,66.1,90.2,73.3,52.6,yellow,East Dallas,OK for market heatmap,YellowPages / Enigma / brand page snippet,See Source_Manifest,Exact from SpeedQueen/Enigma,"https://www.google.com/maps/search/?api=1&query=32.805,-96.665"
EX064,WaveMAX Laundry Dallas,3220 W Davis St,Dallas,TX,75211,32.749,-96.874,existing_named_poi,Needs Google Places verification,"A/B - Named listing, needs Google status check",address-level approximate,36,0.89,47932,58.2,45.6,10.6,4593,39.3,21.2,32.1,100,84.9,51.2,66.2,56.2,63.8,64.7,46.0,yellow,Oak Cliff,OK for market heatmap,YellowPages / Enigma / brand page snippet,See Source_Manifest,Exact from WaveMAX,"https://www.google.com/maps/search/?api=1&query=32.749,-96.874"
EX065,Red Bird Laundry Center,4333 Gannon Ln Ste 107,Dallas,TX,75237,32.667,-96.884,existing_named_poi,Needs Google Places verification,"A/B - Named listing, needs Google status check",address-level approximate,8,0.69,52798,50.3,41.3,5.6,5198,31.6,32.2,22.4,100,67.3,42.6,27.7,67.2,56.3,62.0,51.0,yellow,Oak Cliff,OK for market heatmap,YellowPages / Enigma / brand page snippet,See Source_Manifest,Exact from RedBird,"https://www.google.com/maps/search/?api=1&query=32.667,-96.884"
EX066,LaundroLab Grand Prairie,Grand Prairie DFW Area,Grand Prairie,TX,75052,32.681,-97.03,existing_named_poi,Needs Google Places verification,"A/B - Named listing, needs Google status check",address-level approximate,7,1.45,52505,55.9,45.6,12.7,3292,35.3,20.6,30.1,100,79.8,51.2,82.3,32.6,58.5,67.7,60.8,yellow,Grand Prairie,OK for market heatmap,YellowPages / Enigma / brand page snippet,See Source_Manifest,Exact-ish brand page,"https://www.google.com/maps/search/?api=1&query=32.681,-97.03"
EX067,Crowley Laundromat,101 N Crowley Rd Suite 300,Crowley,TX,76036,32.579,-97.359,existing_named_poi,Needs Google Places verification,"A/B - Named listing, needs Google status check",address-level approximate,3,1.37,67715,42.4,27.8,5.8,2199,27.4,15.0,23.8,96.2,49.8,15.6,29.2,12.7,45.2,45.6,51.6,red,Fort Worth South,OK for market heatmap,YellowPages / Enigma / brand page snippet,See Source_Manifest,Exact from YP featured,"https://www.google.com/maps/search/?api=1&query=32.579,-97.359"
DS001,Dallas Spin Wash - directory seed #1,891 Belt Line Rd (Dallas directory seed; exact address pending),Dallas,TX,,32.757322,-96.845881,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,47,0.11,44034,55.8,54.3,11.3,4823,38.5,33.3,27.2,100,79.6,68.6,71.5,60.4,66.0,68.1,42.9,yellow,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.757322,-96.845881"
DS002,Dallas Coin Laundry - directory seed #2,8413 Park Row Dr (Dallas directory seed; exact address pending),Dallas,TX,,32.732054,-96.78541,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,43,0.51,53439,51.3,49.9,13.5,4332,32.7,28.9,30.7,100,69.6,59.8,88.5,51.5,59.5,63.9,43.0,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.732054,-96.78541"
DS003,Dallas Spin Wash - directory seed #3,4043 Belt Line Rd (Dallas directory seed; exact address pending),Dallas,TX,,32.731154,-96.808456,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,50,0.42,36384,59.8,48.4,10.8,4997,39.1,37.7,33.4,100,88.4,56.8,67.7,63.6,71.1,68.3,45.1,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.731154,-96.808456"
DS004,Dallas Clean Wash - directory seed #4,2128 Walnut St (Dallas directory seed; exact address pending),Dallas,TX,,32.768397,-96.751241,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,39,0.37,51237,53.5,42.8,11.9,4917,33.3,20.1,23.8,100,74.4,45.6,76.2,62.1,53.5,62.3,41.1,yellow,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.768397,-96.751241"
DS005,Dallas Speed Wash - directory seed #5,9555 Airport Fwy (Dallas directory seed; exact address pending),Dallas,TX,,32.790718,-96.734321,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,39,0.13,53689,46.9,38.3,8.7,4704,44.7,34.6,38.8,100,59.8,36.6,51.5,58.3,78.0,55.1,35.0,red,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.790718,-96.734321"
DS006,Dallas Laundromat - directory seed #6,9220 Lancaster Ave (Dallas directory seed; exact address pending),Dallas,TX,,32.727155,-96.836049,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,45,0.04,39560,58.2,50.6,8.3,4051,49.5,23.1,34.0,100,84.9,61.2,48.5,46.4,76.1,64.1,40.0,yellow,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.727155,-96.836049"
DS007,Dallas Spin Wash - directory seed #7,9453 Skillman St (Dallas directory seed; exact address pending),Dallas,TX,,32.767805,-96.791304,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,51,0.34,49334,52.3,54.2,9.4,4014,39.4,31.5,26.4,100,71.8,68.4,56.9,45.7,65.9,62.5,41.0,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.767805,-96.791304"
DS008,Dallas Clean Wash - directory seed #8,9628 Airport Fwy (Dallas directory seed; exact address pending),Dallas,TX,,32.811474,-96.841698,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,45,0.53,55352,45.4,33.9,11.0,4878,40.6,14.5,34.1,100,56.4,27.8,69.2,61.4,63.2,54.0,37.0,red,Irving East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.811474,-96.841698"
DS009,Dallas Coin Laundry - directory seed #9,1128 Airport Fwy (Dallas directory seed; exact address pending),Dallas,TX,,32.742366,-96.85336,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,40,0.2,47434,60.4,47.9,8.3,4017,48.1,41.1,31.8,100,89.8,55.8,48.5,45.8,81.3,64.4,41.3,yellow,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.742366,-96.85336"
DS010,Dallas Wash House - directory seed #10,8811 Division St (Dallas directory seed; exact address pending),Dallas,TX,,32.789791,-96.797502,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,54,0.07,55554,40.3,39.0,8.8,3962,34.8,32.1,27.1,100,45.1,38.0,52.3,44.8,61.6,48.9,30.8,red,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.789791,-96.797502"
DS011,Dallas Laundry Center - directory seed #11,6024 Skillman St (Dallas directory seed; exact address pending),Dallas,TX,,32.772916,-96.737718,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,37,0.71,58615,47.6,49.2,5.8,4793,30.0,22.0,22.6,100,61.3,58.4,29.2,59.9,50.4,56.4,39.7,red,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.772916,-96.737718"
DS012,Dallas Laundry Mart - directory seed #12,4099 Belt Line Rd (Dallas directory seed; exact address pending),Dallas,TX,,32.809082,-96.769141,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,52,0.38,48065,53.8,36.8,5.7,4449,37.4,28.0,34.2,100,75.1,33.6,28.5,53.6,65.6,54.7,36.4,red,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.809082,-96.769141"
DS013,Dallas Quick Wash - directory seed #13,5727 Eldorado Pkwy (Dallas directory seed; exact address pending),Dallas,TX,,32.754727,-96.797684,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,58,0.05,49270,59.5,49.8,12.9,4510,42.4,36.4,37.0,100,87.8,59.6,83.8,54.7,75.5,69.2,43.3,yellow,South Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.754727,-96.797684"
DS014,Dallas Speed Wash - directory seed #14,2034 Pioneer Pkwy (Dallas directory seed; exact address pending),Dallas,TX,,32.753373,-96.729776,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,30,0.14,58956,48.6,46.5,10.1,4363,41.5,19.0,31.9,100,63.6,53.0,62.3,52.1,65.1,58.8,37.4,red,East Dallas,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.753373,-96.729776"
DS015,Dallas Coin Laundry - directory seed #15,8111 Division St (Dallas directory seed; exact address pending),Dallas,TX,,32.739846,-96.819112,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,52,0.31,47951,63.1,45.7,11.0,4421,49.0,31.4,41.3,100,95.8,51.4,69.2,53.1,82.2,68.2,44.4,yellow,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.739846,-96.819112"
DS016,Dallas Wash House - directory seed #16,9243 Airport Fwy (Dallas directory seed; exact address pending),Dallas,TX,,32.827522,-96.856133,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,41,0.2,53923,48.8,46.2,10.9,5053,25.8,23.5,17.0,100,64.0,52.4,68.5,64.6,44.2,60.2,38.6,yellow,Irving East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.827522,-96.856133"
DS017,Dallas Quick Wash - directory seed #17,8237 Airport Fwy (Dallas directory seed; exact address pending),Dallas,TX,,32.759113,-96.817975,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,55,0.19,56241,55.4,44.6,11.5,4410,37.1,34.8,28.1,100,78.7,49.2,73.1,52.9,65.5,63.0,40.4,yellow,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.759113,-96.817975"
DS018,Dallas Family Laundry - directory seed #18,4522 Josey Ln (Dallas directory seed; exact address pending),Dallas,TX,,32.729264,-96.853897,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,38,0.41,42027,60.2,56.9,10.0,4976,47.5,38.2,38.0,100,89.3,73.8,61.5,63.2,82.1,71.8,47.3,yellow,Oak Cliff,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.729264,-96.853897"
DS019,Dallas Laundry Mart - directory seed #19,5172 K Ave (Dallas directory seed; exact address pending),Dallas,TX,,32.794757,-96.858506,existing_directory_seed,Unverified / collection target,"C - Directory seed, exact listing/geocode pending",city-area approximate,44,0.36,41940,61.0,40.5,6.9,4905,49.4,34.6,35.2,100,91.1,41.0,37.7,61.9,81.4,63.1,41.6,yellow,Irving East,Use for density estimate only; exact POI pending,YellowPages / public directory count expansion,See Source_Manifest,Used to expand DFW competition model to 300+ records. Replace with Google Places/Geocodio exact listing in next pass.,"https://www.google.com/maps/search/?api=1&query=32.794757,-96.858506"
